OBJECTID,VACCINATION_DATE,AgeRange,FirstDailyDose,FirstDailyDoseCumulative,SecondDailyDose,SecondDailyDoseCumulative,SingleDailyDose,SingleDailyDoseCumulative,AtLeastOnceDose,AtLeastOneDoseCumulative,FullyVaccinated,FullyVaccinatedCumulative
1517,3/6/2021 15:00:00,age60to64,1588,76045,678,43398,597,1384,2185,77429,1275,44782
1518,3/7/2021 15:00:00,age60to64,972,77017,287,43685,652,2036,1624,79053,939,45721
1519,3/8/2021 15:00:00,age60to64,2257,79274,587,44272,746,2782,3003,82056,1333,47054
1520,3/9/2021 15:00:00,age60to64,2396,81670,985,45257,737,3519,3133,85189,1722,48776
1521,3/10/2021 15:00:00,age60to64,2838,84508,1007,46264,850,4369,3688,88877,1857,50633
1522,3/11/2021 15:00:00,age60to64,3693,88201,996,47260,427,4796,4120,92997,1423,52056
1523,3/12/2021 15:00:00,age60to64,3593,91794,1164,48424,319,5115,3912,96909,1483,53539
1524,3/13/2021 15:00:00,age60to64,2435,94229,652,49076,265,5380,2700,99609,917,54456
1525,3/14/2021 15:00:00,age60to64,1966,96195,411,49487,132,5512,2098,101707,543,54999
1526,3/15/2021 15:00:00,age60to64,3382,99577,680,50167,74,5586,3456,105163,754,55753
1527,3/16/2021 15:00:00,age60to64,3645,103222,839,51006,108,5694,3753,108916,947,56700
1528,3/17/2021 15:00:00,age60to64,3959,107181,1051,52057,166,5860,4125,113041,1217,57917
1529,3/18/2021 15:00:00,age60to64,4793,111974,807,52864,164,6024,4957,117998,971,58888
1530,3/19/2021 15:00:00,age60to64,4653,116627,899,53763,146,6170,4799,122797,1045,59933
1531,3/20/2021 15:00:00,age60to64,3235,119862,682,54445,173,6343,3408,126205,855,60788
1532,3/21/2021 15:00:00,age60to64,2630,122492,509,54954,52,6395,2682,128887,561,61349
1533,3/22/2021 15:00:00,age60to64,5240,127732,783,55737,118,6513,5358,134245,901,62250
1534,3/23/2021 15:00:00,age60to64,7314,135046,1315,57052,362,6875,7676,141921,1677,63927
1535,4/11/2021 15:00:00,age65plus,853,721993,2471,578341,570,38994,1423,760987,3041,617335
1536,4/12/2021 15:00:00,age65plus,1770,723763,7858,586199,1038,40032,2808,763795,8896,626231
1537,4/13/2021 15:00:00,age65plus,2774,726537,10131,596330,15,40047,2789,766584,10146,636377
1538,4/14/2021 15:00:00,age65plus,2585,729122,10277,606607,32,40079,2617,769201,10309,646686
1539,4/15/2021 15:00:00,age65plus,2653,731775,9851,616458,15,40094,2668,771869,9866,656552
1540,4/16/2021 15:00:00,age65plus,2582,734357,8991,625449,3,40097,2585,774454,8994,665546
1541,4/17/2021 15:00:00,age65plus,1517,735874,3961,629410,,40097,,775971,,669507
1542,4/18/2021 15:00:00,age65plus,927,736801,1712,631122,,40097,,776898,,671219
1543,4/19/2021 15:00:00,age65plus,1904,738705,4600,635722,16,40113,1920,778818,4616,675835
1544,4/20/2021 15:00:00,age65plus,2216,740921,6341,642063,17,40130,2233,781051,6358,682193
1545,4/21/2021 15:00:00,age65plus,2415,743336,6776,648839,4,40134,2419,783470,6780,688973
1546,4/22/2021 15:00:00,age65plus,2486,745822,5694,654533,1,40135,2487,785957,5695,694668
1547,4/23/2021 15:00:00,age65plus,2244,748066,5775,660308,,40135,,788201,,700443
1548,4/24/2021 15:00:00,age65plus,1544,749610,2666,662974,7,40142,1551,789752,2673,703116
1549,4/25/2021 15:00:00,age65plus,1033,750643,646,663620,6,40148,1039,790791,652,703768
1550,4/26/2021 15:00:00,age65plus,1954,752597,2924,666544,34,40182,1988,792779,2958,706726
1551,4/27/2021 15:00:00,age65plus,2323,754920,3037,669581,148,40330,2471,795250,3185,709911
1552,4/28/2021 15:00:00,age65plus,2332,757252,4010,673591,187,40517,2519,797769,4197,714108
1553,4/29/2021 15:00:00,age65plus,2227,759479,3480,677071,227,40744,2454,800223,3707,717815
1554,4/30/2021 15:00:00,age65plus,2150,761629,2750,679821,247,40991,2397,802620,2997,720812
1555,5/1/2021 15:00:00,age65plus,1237,762866,1380,681201,114,41105,1351,803971,1494,722306
1556,5/2/2021 15:00:00,age65plus,559,763425,681,681882,83,41188,642,804613,764,723070
1557,5/3/2021 15:00:00,age65plus,1147,764572,2008,683890,249,41437,1396,806009,2257,725327
1558,5/4/2021 15:00:00,age65plus,1372,765944,2740,686630,294,41731,1666,807675,3034,728361
1559,5/5/2021 15:00:00,age65plus,1533,767477,2690,689320,286,42017,1819,809494,2976,731337
1560,5/6/2021 15:00:00,age65plus,1633,769110,2964,692284,250,42267,1883,811377,3214,734551
1561,5/7/2021 15:00:00,age65plus,1317,770427,2311,694595,333,42600,1650,813027,2644,737195
1562,5/8/2021 15:00:00,age65plus,690,771117,1527,696122,130,42730,820,813847,1657,738852
1563,5/9/2021 15:00:00,age65plus,286,771403,507,696629,87,42817,373,814220,594,739446
1564,5/10/2021 15:00:00,age65plus,756,772159,1927,698556,178,42995,934,815154,2105,741551
1565,5/11/2021 15:00:00,age65plus,1055,773214,1951,700507,223,43218,1278,816432,2174,743725
1566,5/12/2021 15:00:00,age65plus,1080,774294,2477,702984,253,43471,1333,817765,2730,746455
1567,5/13/2021 15:00:00,age65plus,1034,775328,2251,705235,234,43705,1268,819033,2485,748940
1568,5/14/2021 15:00:00,age65plus,1113,776441,2072,707307,259,43964,1372,820405,2331,751271
1569,5/15/2021 15:00:00,age65plus,671,777112,1349,708656,156,44120,827,821232,1505,752776
1570,5/16/2021 15:00:00,age65plus,320,777432,957,709613,96,44216,416,821648,1053,753829
1571,5/17/2021 15:00:00,age65plus,856,778288,1822,711435,236,44452,1092,822740,2058,755887
1572,5/18/2021 15:00:00,age65plus,1117,779405,2464,713899,239,44691,1356,824096,2703,758590
1573,5/19/2021 15:00:00,age65plus,1096,780501,2400,716299,181,44872,1277,825373,2581,761171
1574,5/20/2021 15:00:00,age65plus,1183,781684,2468,718767,257,45129,1440,826813,2725,763896
1575,3/24/2021 15:00:00,age60to64,8755,143801,1730,58782,325,7200,9080,151001,2055,65982
1576,3/25/2021 15:00:00,age60to64,8622,152423,1641,60423,562,7762,9184,160185,2203,68185
1577,3/26/2021 15:00:00,age60to64,8025,160448,1996,62419,477,8239,8502,168687,2473,70658
1578,3/27/2021 15:00:00,age60to64,5755,166203,1323,63742,1092,9331,6847,175534,2415,73073
1579,3/28/2021 15:00:00,age60to64,4645,170848,975,64717,708,10039,5353,180887,1683,74756
1580,3/29/2021 15:00:00,age60to64,6632,177480,2268,66985,229,10268,6861,187748,2497,77253
1581,3/30/2021 15:00:00,age60to64,8141,185621,2370,69355,352,10620,8493,196241,2722,79975
1582,3/31/2021 15:00:00,age60to64,6976,192597,2912,72267,1003,11623,7979,204220,3915,83890
1583,4/1/2021 15:00:00,age60to64,7851,200448,3571,75838,940,12563,8791,213011,4511,88401
1584,4/2/2021 15:00:00,age60to64,5855,206303,2857,78695,764,13327,6619,219630,3621,92022
1585,4/3/2021 15:00:00,age60to64,2285,208588,1705,80400,484,13811,2769,222399,2189,94211
1586,4/4/2021 15:00:00,age60to64,866,209454,1051,81451,99,13910,965,223364,1150,95361
1587,4/5/2021 15:00:00,age60to64,2722,212176,2916,84367,830,14740,3552,226916,3746,99107
1588,4/6/2021 15:00:00,age60to64,4078,216254,3244,87611,1003,15743,5081,231997,4247,103354
1589,4/7/2021 15:00:00,age60to64,3332,219586,3557,91168,1168,16911,4500,236497,4725,108079
1590,4/8/2021 15:00:00,age60to64,3999,223585,3856,95024,1396,18307,5395,241892,5252,113331
1591,4/9/2021 15:00:00,age60to64,2727,226312,3820,98844,1808,20115,4535,246427,5628,118959
1592,4/10/2021 15:00:00,age60to64,1828,228140,2976,101820,675,20790,2503,248930,3651,122610
1593,4/11/2021 15:00:00,age60to64,1142,229282,1828,103648,666,21456,1808,250738,2494,125104
1594,4/12/2021 15:00:00,age60to64,1827,231109,4324,107972,781,22237,2608,253346,5105,130209
1595,4/13/2021 15:00:00,age60to64,2896,234005,4944,112916,24,22261,2920,256266,4968,135177
1596,4/14/2021 15:00:00,age60to64,2631,236636,5403,118319,21,22282,2652,258918,5424,140601
1597,4/15/2021 15:00:00,age60to64,2716,239352,5932,124251,15,22297,2731,261649,5947,146548
1598,4/16/2021 15:00:00,age60to64,2370,241722,6193,130444,1,22298,2371,264020,6194,152742
1599,4/17/2021 15:00:00,age60to64,1725,243447,3990,134434,1,22299,1726,265746,3991,156733
1600,4/18/2021 15:00:00,age60to64,946,244393,4175,138609,,22299,,266692,,160908
1601,4/19/2021 15:00:00,age60to64,1776,246169,7279,145888,6,22305,1782,268474,7285,168193
1602,4/20/2021 15:00:00,age60to64,2086,248255,9604,155492,10,22315,2096,270570,9614,177807
1603,4/21/2021 15:00:00,age60to64,2270,250525,9089,164581,,22315,,272840,,186896
1604,4/22/2021 15:00:00,age60to64,2364,252889,8719,173300,,22315,,275204,,195615
1605,4/23/2021 15:00:00,age60to64,2198,255087,7446,180746,,22315,,277402,,203061
1606,4/24/2021 15:00:00,age60to64,1554,256641,4349,185095,7,22322,1561,278963,4356,207417
1607,4/25/2021 15:00:00,age60to64,1092,257733,1232,186327,3,22325,1095,280058,1235,208652
1608,4/26/2021 15:00:00,age60to64,1722,259455,4853,191180,18,22343,1740,281798,4871,213523
1609,4/27/2021 15:00:00,age60to64,1853,261308,4035,195215,116,22459,1969,283767,4151,217674
1610,4/28/2021 15:00:00,age60to64,1769,263077,4762,199977,113,22572,1882,285649,4875,222549
1611,4/29/2021 15:00:00,age60to64,2132,265209,4435,204412,156,22728,2288,287937,4591,227140
1612,4/30/2021 15:00:00,age60to64,1859,267068,3192,207604,165,22893,2024,289961,3357,230497
1613,5/1/2021 15:00:00,age60to64,1208,268276,2012,209616,94,22987,1302,291263,2106,232603
1614,5/2/2021 15:00:00,age60to64,504,268780,1015,210631,74,23061,578,291841,1089,233692
1615,5/21/2021 15:00:00,age65plus,1022,782706,2220,720987,207,45336,1229,828042,2427,766323
1616,5/22/2021 15:00:00,age65plus,579,783285,1275,722262,110,45446,689,828731,1385,767708
1617,5/23/2021 15:00:00,age65plus,288,783573,672,722934,68,45514,356,829087,740,768448
1618,5/24/2021 15:00:00,age65plus,769,784342,1412,724346,171,45685,940,830027,1583,770031
1619,5/25/2021 15:00:00,age65plus,869,785211,1826,726172,182,45867,1051,831078,2008,772039
1620,5/26/2021 15:00:00,age65plus,766,785977,1698,727870,179,46046,945,832023,1877,773916
1621,5/27/2021 15:00:00,age65plus,826,786803,1703,729573,168,46214,994,833017,1871,775787
1622,5/28/2021 15:00:00,age65plus,778,787581,1538,731111,145,46359,923,833940,1683,777470
1623,5/29/2021 15:00:00,age65plus,360,787941,695,731806,82,46441,442,834382,777,778247
1624,5/30/2021 15:00:00,age65plus,210,788151,383,732189,36,46477,246,834628,419,778666
1625,5/31/2021 15:00:00,age65plus,124,788275,299,732488,34,46511,158,834786,333,778999
1626,6/1/2021 15:00:00,age65plus,700,788975,1565,734053,164,46675,864,835650,1729,780728
1627,6/2/2021 15:00:00,age65plus,652,789627,1247,735300,124,46799,776,836426,1371,782099
1628,6/3/2021 15:00:00,age65plus,633,790260,1391,736691,156,46955,789,837215,1547,783646
1629,6/4/2021 15:00:00,age65plus,599,790859,1142,737833,180,47135,779,837994,1322,784968
1630,6/5/2021 15:00:00,age65plus,367,791226,685,738518,64,47199,431,838425,749,785717
1631,6/6/2021 15:00:00,age65plus,146,791372,275,738793,47,47246,193,838618,322,786039
1632,6/7/2021 15:00:00,age65plus,460,791832,843,739636,109,47355,569,839187,952,786991
1633,6/8/2021 15:00:00,age65plus,500,792332,1053,740689,130,47485,630,839817,1183,788174
1634,6/9/2021 15:00:00,age65plus,554,792886,957,741646,106,47591,660,840477,1063,789237
1635,6/10/2021 15:00:00,age65plus,506,793392,1117,742763,143,47734,649,841126,1260,790497
1636,6/11/2021 15:00:00,age65plus,441,793833,990,743753,153,47887,594,841720,1143,791640
1637,6/12/2021 15:00:00,age65plus,260,794093,538,744291,40,47927,300,842020,578,792218
1638,6/13/2021 15:00:00,age65plus,107,794200,253,744544,37,47964,144,842164,290,792508
1639,6/14/2021 15:00:00,age65plus,370,794570,810,745354,115,48079,485,842649,925,793433
1640,6/15/2021 15:00:00,age65plus,401,794971,989,746343,124,48203,525,843174,1113,794546
1641,6/16/2021 15:00:00,age65plus,424,795395,818,747161,101,48304,525,843699,919,795465
1642,6/17/2021 15:00:00,age65plus,495,795890,971,748132,89,48393,584,844283,1060,796525
1643,6/18/2021 15:00:00,age65plus,444,796334,789,748921,95,48488,539,844822,884,797409
1644,6/19/2021 15:00:00,age65plus,245,796579,398,749319,39,48527,284,845106,437,797846
1645,6/20/2021 15:00:00,age65plus,93,796672,218,749537,24,48551,117,845223,242,798088
1646,6/21/2021 15:00:00,age65plus,387,797059,473,750010,88,48639,475,845698,561,798649
1647,6/22/2021 15:00:00,age65plus,366,797425,669,750679,69,48708,435,846133,738,799387
1648,6/23/2021 15:00:00,age65plus,389,797814,679,751358,116,48824,505,846638,795,800182
1649,6/24/2021 15:00:00,age65plus,432,798246,664,752022,86,48910,518,847156,750,800932
1650,6/25/2021 15:00:00,age65plus,392,798638,620,752642,73,48983,465,847621,693,801625
1651,6/26/2021 15:00:00,age65plus,218,798856,355,752997,33,49016,251,847872,388,802013
1652,6/27/2021 15:00:00,age65plus,120,798976,146,753143,9,49025,129,848001,155,802168
1653,6/28/2021 15:00:00,age65plus,279,799255,360,753503,56,49081,335,848336,416,802584
1654,6/29/2021 15:00:00,age65plus,360,799615,470,753973,65,49146,425,848761,535,803119
1655,5/3/2021 15:00:00,age60to64,892,269672,2303,212934,160,23221,1052,292893,2463,236155
1656,5/4/2021 15:00:00,age60to64,1066,270738,3150,216084,186,23407,1252,294145,3336,239491
1657,5/5/2021 15:00:00,age60to64,1222,271960,2831,218915,205,23612,1427,295572,3036,242527
1658,5/6/2021 15:00:00,age60to64,1173,273133,3349,222264,166,23778,1339,296911,3515,246042
1659,5/7/2021 15:00:00,age60to64,1038,274171,2531,224795,198,23976,1236,298147,2729,248771
1660,5/8/2021 15:00:00,age60to64,630,274801,1984,226779,131,24107,761,298908,2115,250886
1661,5/9/2021 15:00:00,age60to64,243,275044,678,227457,62,24169,305,299213,740,251626
1662,5/10/2021 15:00:00,age60to64,594,275638,1908,229365,131,24300,725,299938,2039,253665
1663,5/11/2021 15:00:00,age60to64,742,276380,1983,231348,137,24437,879,300817,2120,255785
1664,5/12/2021 15:00:00,age60to64,776,277156,2341,233689,165,24602,941,301758,2506,258291
1665,5/13/2021 15:00:00,age60to64,733,277889,2108,235797,137,24739,870,302628,2245,260536
1666,5/14/2021 15:00:00,age60to64,878,278767,1944,237741,175,24914,1053,303681,2119,262655
1667,5/15/2021 15:00:00,age60to64,556,279323,1334,239075,105,25019,661,304342,1439,264094
1668,5/16/2021 15:00:00,age60to64,289,279612,964,240039,92,25111,381,304723,1056,265150
1669,5/17/2021 15:00:00,age60to64,646,280258,1595,241634,166,25277,812,305535,1761,266911
1670,5/18/2021 15:00:00,age60to64,822,281080,2013,243647,151,25428,973,306508,2164,269075
1671,5/19/2021 15:00:00,age60to64,803,281883,1991,245638,121,25549,924,307432,2112,271187
1672,5/20/2021 15:00:00,age60to64,761,282644,2263,247901,166,25715,927,308359,2429,273616
1673,5/21/2021 15:00:00,age60to64,876,283520,2003,249904,131,25846,1007,309366,2134,275750
1674,5/22/2021 15:00:00,age60to64,512,284032,1298,251202,102,25948,614,309980,1400,277150
1675,5/23/2021 15:00:00,age60to64,257,284289,642,251844,66,26014,323,310303,708,277858
1676,5/24/2021 15:00:00,age60to64,599,284888,1212,253056,115,26129,714,311017,1327,279185
1677,5/25/2021 15:00:00,age60to64,603,285491,1428,254484,101,26230,704,311721,1529,280714
1678,5/26/2021 15:00:00,age60to64,590,286081,1254,255738,127,26357,717,312438,1381,282095
1679,5/27/2021 15:00:00,age60to64,565,286646,1396,257134,93,26450,658,313096,1489,283584
1680,5/28/2021 15:00:00,age60to64,568,287214,1311,258445,111,26561,679,313775,1422,285006
1681,5/29/2021 15:00:00,age60to64,307,287521,695,259140,69,26630,376,314151,764,285770
1682,5/30/2021 15:00:00,age60to64,133,287654,352,259492,33,26663,166,314317,385,286155
1683,5/31/2021 15:00:00,age60to64,78,287732,230,259722,25,26688,103,314420,255,286410
1684,6/1/2021 15:00:00,age60to64,409,288141,1125,260847,97,26785,506,314926,1222,287632
1685,6/2/2021 15:00:00,age60to64,402,288543,1029,261876,75,26860,477,315403,1104,288736
1686,6/3/2021 15:00:00,age60to64,395,288938,918,262794,85,26945,480,315883,1003,289739
1687,6/4/2021 15:00:00,age60to64,418,289356,844,263638,97,27042,515,316398,941,290680
1688,6/5/2021 15:00:00,age60to64,291,289647,542,264180,57,27099,348,316746,599,291279
1689,6/6/2021 15:00:00,age60to64,117,289764,216,264396,17,27116,134,316880,233,291512
1690,6/7/2021 15:00:00,age60to64,329,290093,634,265030,58,27174,387,317267,692,292204
1691,6/8/2021 15:00:00,age60to64,267,290360,782,265812,66,27240,333,317600,848,293052
1692,6/9/2021 15:00:00,age60to64,313,290673,663,266475,66,27306,379,317979,729,293781
1693,6/10/2021 15:00:00,age60to64,334,291007,732,267207,75,27381,409,318388,807,294588
1694,6/11/2021 15:00:00,age60to64,342,291349,824,268031,98,27479,440,318828,922,295510
1695,6/30/2021 15:00:00,age65plus,372,799987,514,754487,64,49210,436,849197,578,803697
1696,7/1/2021 15:00:00,age65plus,356,800343,510,754997,52,49262,408,849605,562,804259
1697,7/2/2021 15:00:00,age65plus,342,800685,442,755439,50,49312,392,849997,492,804751
1698,7/3/2021 15:00:00,age65plus,185,800870,251,755690,24,49336,209,850206,275,805026
1699,7/4/2021 15:00:00,age65plus,27,800897,28,755718,6,49342,33,850239,34,805060
1700,7/5/2021 15:00:00,age65plus,199,801096,272,755990,19,49361,218,850457,291,805351
1701,7/6/2021 15:00:00,age65plus,351,801447,502,756492,56,49417,407,850864,558,805909
1702,7/7/2021 15:00:00,age65plus,290,801737,467,756959,48,49465,338,851202,515,806424
1703,7/8/2021 15:00:00,age65plus,322,802059,436,757395,51,49516,373,851575,487,806911
1704,7/9/2021 15:00:00,age65plus,360,802419,451,757846,69,49585,429,852004,520,807431
1705,7/10/2021 15:00:00,age65plus,171,802590,231,758077,20,49605,191,852195,251,807682
1706,7/11/2021 15:00:00,age65plus,88,802678,116,758193,12,49617,100,852295,128,807810
1707,7/12/2021 15:00:00,age65plus,313,802991,348,758541,39,49656,352,852647,387,808197
1708,7/13/2021 15:00:00,age65plus,345,803336,319,758860,33,49689,378,853025,352,808549
1709,7/14/2021 15:00:00,age65plus,315,803651,350,759210,45,49734,360,853385,395,808944
1710,7/15/2021 15:00:00,age65plus,365,804016,408,759618,25,49759,390,853775,433,809377
1711,7/16/2021 15:00:00,age65plus,380,804396,385,760003,25,49784,405,854180,410,809787
1712,7/17/2021 15:00:00,age65plus,173,804569,202,760205,13,49797,186,854366,215,810002
1713,7/18/2021 15:00:00,age65plus,95,804664,91,760296,11,49808,106,854472,102,810104
1714,7/19/2021 15:00:00,age65plus,400,805064,322,760618,34,49842,434,854906,356,810460
1715,7/20/2021 15:00:00,age65plus,396,805460,352,760970,51,49893,447,855353,403,810863
1716,7/21/2021 15:00:00,age65plus,401,805861,369,761339,40,49933,441,855794,409,811272
1717,7/22/2021 15:00:00,age65plus,496,806357,378,761717,53,49986,549,856343,431,811703
1718,7/23/2021 15:00:00,age65plus,482,806839,389,762106,43,50029,525,856868,432,812135
1719,7/24/2021 15:00:00,age65plus,275,807114,205,762311,10,50039,285,857153,215,812350
1720,7/25/2021 15:00:00,age65plus,150,807264,48,762359,7,50046,157,857310,55,812405
1721,7/26/2021 15:00:00,age65plus,424,807688,245,762604,44,50090,468,857778,289,812694
1722,7/27/2021 15:00:00,age65plus,455,808143,323,762927,32,50122,487,858265,355,813049
1723,7/28/2021 15:00:00,age65plus,475,808618,295,763222,51,50173,526,858791,346,813395
1724,7/29/2021 15:00:00,age65plus,458,809076,325,763547,47,50220,505,859296,372,813767
1725,7/30/2021 15:00:00,age65plus,426,809502,297,763844,49,50269,475,859771,346,814113
1726,7/31/2021 15:00:00,age65plus,260,809762,152,763996,13,50282,273,860044,165,814278
1727,8/1/2021 15:00:00,age65plus,138,809900,76,764072,15,50297,153,860197,91,814369
1728,8/2/2021 15:00:00,age65plus,442,810342,254,764326,32,50329,474,860671,286,814655
1729,8/3/2021 15:00:00,age65plus,438,810780,273,764599,50,50379,488,861159,323,814978
1730,8/4/2021 15:00:00,age65plus,452,811232,259,764858,53,50432,505,861664,312,815290
1731,8/5/2021 15:00:00,age65plus,488,811720,290,765148,43,50475,531,862195,333,815623
1732,8/6/2021 15:00:00,age65plus,524,812244,344,765492,44,50519,568,862763,388,816011
1733,8/7/2021 15:00:00,age65plus,232,812476,155,765647,13,50532,245,863008,168,816179
1734,8/8/2021 15:00:00,age65plus,148,812624,94,765741,12,50544,160,863168,106,816285
1735,6/12/2021 15:00:00,age60to64,203,291552,474,268505,43,27522,246,319074,517,296027
1736,6/13/2021 15:00:00,age60to64,62,291614,234,268739,23,27545,85,319159,257,296284
1737,6/14/2021 15:00:00,age60to64,274,291888,579,269318,47,27592,321,319480,626,296910
1738,6/15/2021 15:00:00,age60to64,270,292158,677,269995,62,27654,332,319812,739,297649
1739,6/16/2021 15:00:00,age60to64,259,292417,585,270580,49,27703,308,320120,634,298283
1740,6/17/2021 15:00:00,age60to64,301,292718,635,271215,59,27762,360,320480,694,298977
1741,6/18/2021 15:00:00,age60to64,350,293068,630,271845,50,27812,400,320880,680,299657
1742,6/19/2021 15:00:00,age60to64,177,293245,343,272188,41,27853,218,321098,384,300041
1743,6/20/2021 15:00:00,age60to64,74,293319,141,272329,18,27871,92,321190,159,300200
1744,6/21/2021 15:00:00,age60to64,254,293573,301,272630,41,27912,295,321485,342,300542
1745,6/22/2021 15:00:00,age60to64,238,293811,412,273042,41,27953,279,321764,453,300995
1746,6/23/2021 15:00:00,age60to64,260,294071,465,273507,51,28004,311,322075,516,301511
1747,6/24/2021 15:00:00,age60to64,264,294335,433,273940,39,28043,303,322378,472,301983
1748,6/25/2021 15:00:00,age60to64,250,294585,452,274392,69,28112,319,322697,521,302504
1749,6/26/2021 15:00:00,age60to64,166,294751,253,274645,25,28137,191,322888,278,302782
1750,6/27/2021 15:00:00,age60to64,82,294833,116,274761,4,28141,86,322974,120,302902
1751,6/28/2021 15:00:00,age60to64,193,295026,288,275049,32,28173,225,323199,320,303222
1752,6/29/2021 15:00:00,age60to64,229,295255,291,275340,30,28203,259,323458,321,303543
1753,6/30/2021 15:00:00,age60to64,265,295520,303,275643,47,28250,312,323770,350,303893
1754,7/1/2021 15:00:00,age60to64,217,295737,315,275958,36,28286,253,324023,351,304244
1755,7/2/2021 15:00:00,age60to64,261,295998,320,276278,34,28320,295,324318,354,304598
1756,7/3/2021 15:00:00,age60to64,124,296122,180,276458,17,28337,141,324459,197,304795
1757,7/4/2021 15:00:00,age60to64,19,296141,20,276478,5,28342,24,324483,25,304820
1758,7/5/2021 15:00:00,age60to64,134,296275,197,276675,22,28364,156,324639,219,305039
1759,7/6/2021 15:00:00,age60to64,203,296478,285,276960,37,28401,240,324879,322,305361
1760,7/7/2021 15:00:00,age60to64,192,296670,259,277219,24,28425,216,325095,283,305644
1761,7/8/2021 15:00:00,age60to64,216,296886,294,277513,47,28472,263,325358,341,305985
1762,7/9/2021 15:00:00,age60to64,237,297123,312,277825,34,28506,271,325629,346,306331
1763,7/10/2021 15:00:00,age60to64,129,297252,159,277984,21,28527,150,325779,180,306511
1764,7/11/2021 15:00:00,age60to64,80,297332,93,278077,7,28534,87,325866,100,306611
1765,7/12/2021 15:00:00,age60to64,191,297523,228,278305,23,28557,214,326080,251,306862
1766,7/13/2021 15:00:00,age60to64,197,297720,208,278513,16,28573,213,326293,224,307086
1767,7/14/2021 15:00:00,age60to64,210,297930,240,278753,26,28599,236,326529,266,307352
1768,7/15/2021 15:00:00,age60to64,207,298137,225,278978,17,28616,224,326753,242,307594
1769,7/16/2021 15:00:00,age60to64,222,298359,275,279253,28,28644,250,327003,303,307897
1770,7/17/2021 15:00:00,age60to64,148,298507,172,279425,11,28655,159,327162,183,308080
1771,7/18/2021 15:00:00,age60to64,92,298599,68,279493,4,28659,96,327258,72,308152
1772,7/19/2021 15:00:00,age60to64,251,298850,219,279712,26,28685,277,327535,245,308397
1773,7/20/2021 15:00:00,age60to64,266,299116,216,279928,32,28717,298,327833,248,308645
1774,7/21/2021 15:00:00,age60to64,271,299387,236,280164,33,28750,304,328137,269,308914
1775,8/9/2021 15:00:00,age65plus,387,813011,330,766071,33,50577,420,863588,363,816648
1776,8/10/2021 15:00:00,age65plus,417,813428,335,766406,29,50606,446,864034,364,817012
1777,8/11/2021 15:00:00,age65plus,478,813906,336,766742,40,50646,518,864552,376,817388
1778,8/12/2021 15:00:00,age65plus,421,814327,345,767087,49,50695,470,865022,394,817782
1779,8/13/2021 15:00:00,age65plus,382,814709,359,767446,34,50729,416,865438,393,818175
1780,8/14/2021 15:00:00,age65plus,244,814953,207,767653,14,50743,258,865696,221,818396
1781,8/15/2021 15:00:00,age65plus,190,815143,127,767780,13,50756,203,865899,140,818536
1782,8/16/2021 15:00:00,age65plus,389,815532,338,768118,24,50780,413,866312,362,818898
1783,8/17/2021 15:00:00,age65plus,500,816032,396,768514,40,50820,540,866852,436,819334
1784,8/18/2021 15:00:00,age65plus,509,816541,391,768905,35,50855,544,867396,426,819760
1785,8/19/2021 15:00:00,age65plus,458,816999,401,769306,31,50886,489,867885,432,820192
1786,8/20/2021 15:00:00,age65plus,470,817469,433,769739,38,50924,508,868393,471,820663
1787,8/21/2021 15:00:00,age65plus,280,817749,241,769980,18,50942,298,868691,259,820922
1788,8/22/2021 15:00:00,age65plus,163,817912,125,770105,6,50948,169,868860,131,821053
1789,8/23/2021 15:00:00,age65plus,488,818400,407,770512,22,50970,510,869370,429,821482
1790,8/24/2021 15:00:00,age65plus,490,818890,416,770928,38,51008,528,869898,454,821936
1791,8/25/2021 15:00:00,age65plus,485,819375,433,771361,31,51039,516,870414,464,822400
1792,8/26/2021 15:00:00,age65plus,516,819891,443,771804,45,51084,561,870975,488,822888
1793,8/27/2021 15:00:00,age65plus,447,820338,425,772229,29,51113,476,871451,454,823342
1794,8/28/2021 15:00:00,age65plus,233,820571,251,772480,15,51128,248,871699,266,823608
1795,8/29/2021 15:00:00,age65plus,204,820775,150,772630,4,51132,208,871907,154,823762
1796,8/30/2021 15:00:00,age65plus,465,821240,413,773043,29,51161,494,872401,442,824204
1797,8/31/2021 15:00:00,age65plus,457,821697,394,773437,25,51186,482,872883,419,824623
1798,9/1/2021 15:00:00,age65plus,359,822056,351,773788,29,51215,388,873271,380,825003
1799,9/2/2021 15:00:00,age65plus,346,822402,338,774126,17,51232,363,873634,355,825358
1800,9/3/2021 15:00:00,age65plus,159,822561,166,774292,18,51250,177,873811,184,825542
1801,7/22/2021 15:00:00,age60to64,297,299684,264,280428,35,28785,332,328469,299,309213
1802,7/23/2021 15:00:00,age60to64,358,300042,251,280679,40,28825,398,328867,291,309504
1803,7/24/2021 15:00:00,age60to64,199,300241,138,280817,20,28845,219,329086,158,309662
1804,7/25/2021 15:00:00,age60to64,145,300386,51,280868,7,28852,152,329238,58,309720
1805,7/26/2021 15:00:00,age60to64,301,300687,169,281037,28,28880,329,329567,197,309917
1806,7/27/2021 15:00:00,age60to64,294,300981,193,281230,29,28909,323,329890,222,310139
1807,7/28/2021 15:00:00,age60to64,305,301286,196,281426,30,28939,335,330225,226,310365
1808,7/29/2021 15:00:00,age60to64,295,301581,205,281631,26,28965,321,330546,231,310596
