OBJECTID,ReportDate,FirstDose_AdminDaily,FirstDose_AdminCum,FirstDose_AdminSevenDayAvg,SecDose_AdminDaily,SecDose_AdminCum,SecDose_AdminSevenDayAvg,SingleDose_AdminDaily,SingleDose_AdminCum,SingleDose_AdminSevenDayAvg,Total_AdminDaily,Total_AdminCum,Total_AdminSevenDayAvg
273,1/2/2021 15:00:00,3617.000000000000000,59769.000000000000000,,,,,,,,3617,59769,8538
274,1/1/2021 15:00:00,2091.000000000000000,56151.000000000000000,,,,,,,,2091,56151,8022
275,12/31/2020 15:00:00,,,,,,,,,,7047,54060,7723
276,12/30/2020 15:00:00,,,,,,,,,,10343,47012,6716
277,12/29/2020 15:00:00,,,,,,,,,,8052,36669,5238
278,12/28/2020 15:00:00,,,,,,,,,,7816,28615,4088
279,12/27/2020 15:00:00,,,,,,,,,,994,20812,2973
280,12/26/2020 15:00:00,,,,,,,,,,1028,19818,2831
281,12/25/2020 15:00:00,,,,,,,,,,1887,18789,2684
282,12/24/2020 15:00:00,,,,,,,,,,2799,16902,2415
283,12/23/2020 15:00:00,,,,,,,,,,3605,14102,2015
284,12/22/2020 15:00:00,,,,,,,,,,3125,10497,1500
285,12/21/2020 15:00:00,,,,,,,,,,2960,7554,1079
286,12/20/2020 15:00:00,,,,,,,,,,165,4359,623
287,12/19/2020 15:00:00,,,,,,,,,,595,4194,599
